mode,n,sparsity,iters,threads,csr,csr_total,dense
parallel,10000,99,50,1,0.11051925,0.39690325,9.05674175
parallel,10000,99,50,2,0.05729975,0.20761925,4.7504815
parallel,10000,99,50,4,0.0293605,0.10703125,2.405074
parallel,10000,99,50,6,0.01958375,0.07892225,1.62959075
parallel,10000,99,50,12,0.0188385,0.06560150000000001,1.52486725
parallel,10000,99,70,1,0.15152525,0.44079275,12.691123
parallel,10000,99,70,2,0.0812575,0.23163124999999998,6.720633250000001
parallel,10000,99,70,4,0.0411455,0.11897325,3.36444525
parallel,10000,99,70,6,0.027486,0.080981,2.2745005
parallel,10000,99,70,12,0.02678475,0.07491275,2.17013475
serial,100,0,1,1,,,2.325e-05
serial,100,0,10,1,,,0.0002645
serial,100,0,20,1,,,0.00123875
serial,100,0,50,1,,,0.00393225
serial,100,0,70,1,,,0.005343250000000001
serial,100,30,1,1,,,7.825e-05
serial,100,30,10,1,,,0.00083025
serial,100,30,20,1,,,0.0015565
serial,100,30,50,1,,,0.0040767500000000005
serial,100,30,70,1,,,0.005578
serial,100,50,1,1,,,7.7e-05
serial,100,50,10,1,,,0.0007880000000000001
serial,100,50,20,1,,,0.0015945
serial,100,50,50,1,,,0.004146250000000001
serial,100,50,70,1,,,0.00228425
serial,100,70,1,1,,,7.975e-05
serial,100,70,10,1,,,0.00086275
serial,100,70,20,1,,,0.0017422499999999999
serial,100,70,50,1,,,0.0026167499999999997
serial,100,70,70,1,,,0.00528025
serial,100,90,1,1,,,8.875e-05
serial,100,90,10,1,,,0.0009289999999999999
serial,100,90,20,1,,,0.00193275
serial,100,90,50,1,,,0.0048325
serial,100,90,70,1,,,0.0067167500000000005
serial,100,99,1,1,,,9.825e-05
serial,100,99,10,1,,,0.000968
serial,100,99,20,1,,,0.001905
serial,100,99,50,1,,,0.0047575000000000004
serial,100,99,70,1,,,0.00452575
serial,1000,0,1,1,,,0.001898
serial,1000,0,10,1,,,0.01835425
serial,1000,0,20,1,,,0.03638925
serial,1000,0,50,1,,,0.09251725
serial,1000,0,70,1,,,0.1257575
serial,1000,30,1,1,,,0.0019285
serial,1000,30,10,1,,,0.0184725
serial,1000,30,20,1,,,0.03642125
serial,1000,30,50,1,,,0.09261525000000001
serial,1000,30,70,1,,,0.12641449999999999
serial,1000,50,1,1,,,0.0019275
serial,1000,50,10,1,,,0.01866225
serial,1000,50,20,1,,,0.036695
serial,1000,50,50,1,,,0.0917325
serial,1000,50,70,1,,,0.1268845
serial,1000,70,1,1,,,0.0019182499999999998
serial,1000,70,10,1,,,0.01895975
serial,1000,70,20,1,,,0.03700225
serial,1000,70,50,1,,,0.0903265
serial,1000,70,70,1,,,0.1268915
serial,1000,90,1,1,,,0.001829
serial,1000,90,10,1,,,0.018502249999999998
serial,1000,90,20,1,,,0.03734175
serial,1000,90,50,1,,,0.09098225
serial,1000,90,70,1,,,0.12908875
serial,1000,99,1,1,,,0.00189725
serial,1000,99,10,1,,,0.01857925
serial,1000,99,20,1,,,0.03711125
serial,1000,99,50,1,,,0.09314575
serial,1000,99,70,1,,,0.12788175000000002
serial,10000,0,1,1,,,0.18685274999999998
serial,10000,0,10,1,,,1.863717
serial,10000,0,20,1,,,3.7215232499999997
serial,10000,0,50,1,,,9.348936
serial,10000,0,70,1,,,13.0914675
serial,10000,30,1,1,,,0.186535
serial,10000,30,10,1,,,1.864922
serial,10000,30,20,1,,,3.721946
serial,10000,30,50,1,,,9.308473
serial,10000,30,70,1,,,13.08043075
serial,10000,50,1,1,,,0.18504675
serial,10000,50,10,1,,,1.8916917500000001
serial,10000,50,20,1,,,3.8118422499999998
serial,10000,50,50,1,,,9.57226775
serial,10000,50,70,1,,,13.05471625
serial,10000,70,1,1,,,0.1876665
serial,10000,70,10,1,,,1.86163225
serial,10000,70,20,1,,,3.7386755000000003
serial,10000,70,50,1,,,9.309560999999999
serial,10000,70,70,1,,,13.02976425
serial,10000,90,1,1,,,0.1846235
serial,10000,90,10,1,,,1.8621915
serial,10000,90,20,1,,,3.72156675
serial,10000,90,50,1,,,9.29737175
serial,10000,90,70,1,,,13.0234735
serial,10000,99,1,1,,,0.18963125
serial,10000,99,10,1,,,1.8607532500000001
serial,10000,99,20,1,,,3.72877725
serial,10000,99,50,1,,,9.32030875
serial,10000,99,70,1,,,13.12651225
