N,Avg_Serial_Time,Avg_SIMD_O0_Time,Avg_SIMD_O1_Time,Speedup_O0,Speedup_O1
1000,0.0021292865,0.00038379449999999997,7.1466e-05,5.5479859664481905,29.794398735062828
10000,0.209620207375,0.037265956249999996,0.00949800025,5.624978625766514,22.069930707255985
100000,20.60389536625,3.63567298675,1.3601222635,5.667147579372432,15.148561213335363
200000,82.41635382175,14.532451748749999,5.56040978425,5.671194045343312,14.82199280621302
